van_ban,phu_luc,nhom,muc_cha,stt,ma_hs,mo_ta
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,70,6913,"Các loại tượng nhỏ và các loại sản phẩm trang trí bằng gốm, sứ khác"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,71,6914,"Các sản phẩm bằng gốm, sứ khác"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,72,7013,"Bộ đồ ăn, đồ nhà bếp, đồ vệ sinh, đồ dùng văn phòng, đồ trang trí nội thất hoặc đồ dùng cho các mục đích tương tự bằng thủy tinh (trừ các sản phẩm thuộc nhóm 70.10 hoặc 70.18)"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,73,,"- Bằng kim loại cơ bản, đã hoặc chưa mạ kim loại quý:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,74,7117.19,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,75,7321,"Bếp, bếp có lò nướng, vỉ lò, bếp nấu (kể cả loại có nồi hơi phụ dùng cho hệ thống gia nhiệt trung tâm), vỉ nướng, lò nướng, lò ga hình vòng, dụng cụ hâm nóng dạng tấm và các loại đồ dùng gia đình không dùng điện tương tự, và các bộ phận của chúng, bằng sắt hoặc thép"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,76,7323,"Bộ đồ ăn, đồ nhà bếp hoặc các loại đồ gia dụng khác và các bộ phận của chúng, bằng sắt hoặc thép; bùi nhùi bằng sắt hoặc thép; miếng cọ nồi và cọ rửa hoặc đánh bóng, găng tay và các loại tương tự, bằng sắt hoặc thép"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,77,7324,"Thiết bị vệ sinh và các bộ phận của chúng, bằng sắt hoặc thép"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,78,7418,"Bộ đồ ăn, đồ nhà bếp hoặc đồ gia dụng khác và các bộ phận của chúng, bằng đồng; miếng cọ nồi và cọ rửa hoặc đánh bóng, găng tay và các loại tương tự, bằng đồng; đồ trang bị trong nhà vệ sinh và các bộ phận của chúng, bằng đồng"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,79,7615,"Bộ đồ ăn, đồ nhà bếp hoặc các loại đồ gia dụng khác và các bộ phận của chúng, bằng nhôm; miếng dùng để cọ nồi và cọ rửa hoặc đánh bóng, găng tay và các loại tương tự bằng nhôm; đồ trang bị trong nhà vệ sinh và các bộ phận của chúng, bằng nhôm"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,80,8210.00.00,"Đồ dùng cơ khí hoạt động bằng tay, nặng 10 kg trở xuống, dùng để chế biến, pha chế hoặc phục vụ đồ ăn hoặc đồ uống"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,81,,- Loại khác:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,82,8211.91.00,- - Dao ăn có lưỡi cố định
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,83,8212,Dao cạo và lưỡi dao cạo (kể cả lưỡi dao cạo chưa hoàn thiện ở dạng dải).
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,84,8214.20.00,- Bộ đồ và dụng cụ cắt sửa móng tay hoặc móng chân (kể cả dũa móng)
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,85,8215,"Thìa, dĩa, muôi, thìa hớt kem, hớt bọt, đồ xúc bánh, dao ăn cá, dao cắt bơ, kẹp gắp đường và các loại đồ dùng nhà bếp hoặc bộ đồ ăn tương tự"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,86,8301.30.00,- Ổ khoá thuộc loại sử dụng cho đồ nội thất
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,87,8301.70.00,- Chìa rời
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,88,,"- Giá, khung, phụ kiện và các sản phẩm tương tự khác:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,89,8302.42,"- - Loại khác, phù hợp cho đồ nội thất"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,90,8302.50.00,"- Giá để mũ, mắc mũ, chân giá đỡ và các loại giá cố định tương tự"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,91,8306,"Chuông, chuông đĩa và các loại tương tự, không dùng điện, bằng kim loại cơ bản; tượng nhỏ và đồ trang trí khác, bằng kim loại cơ bản; khung ảnh, khung tranh hoặc các loại khung tương tự, bằng kim loại cơ bản; gương bằng kim loại cơ bản"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,92,,- Loại khác:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,93,8415.81,- - Kèm theo một bộ phận làm lạnh và một van đảo chiều chu trình nóng/lạnh (bơm nhiệt có đảo chiều)
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,94,8415.82,"- - Loại khác, có kèm theo bộ phận làm lạnh"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,95,8415.83,- - Không gắn kèm bộ phận làm lạnh
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,96,,"- - Của máy có công suất làm mát không quá 21,10 kW:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,97,8415.90.19,- - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,98,,- Bộ phận:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,99,8418.99,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,100,,"-Thiết bị đun nước nóng nhanh hoặc thiết bị đun nước nóng có dự trữ, không dùng điện:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,101,8419.11.10,- - - Loại sử dụng trong gia đình
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,102,8419.19.10,- - - Loại sử dụng trong gia đình
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,103,,- Máy và thiết bị khác:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,104,8419.81,- - Để làm nóng đồ uống hoặc nấu hoặc hâm nóng thực phẩm
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,105,,- Máy và thiết bị lọc hoặc tinh chế chất lỏng:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,106,8421.21.11,- - - - Máy và thiết bị lọc sử dụng trong gia đình
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,107,,- Bộ phận:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,108,8421.99.94,- - - - Của hàng hóa thuộc phân nhóm 8421.21.11
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,109,8422.90.10,- - Của các máy thuộc phân nhóm 8422.11
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,110,8423.10,"- Cân người, kể cả cân trẻ em; cân sử dụng trong gia đình"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,111,,- Cân trọng lượng khác:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,112,8423.81,- - Có khả năng cân tối đa không quá 30 kg:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,113,8450.90.20,"- - Của máy thuộc phân nhóm 8450.11, 8450.12 hoặc 8450.19"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,114,8451.30.10,"- - Máy là trục đơn, loại gia dụng"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,115,8452.10.00,- Máy khâu dùng cho gia đình
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,116,8471.60,"- Bộ nhập hoặc bộ xuất, có hoặc không chứa bộ lưu trữ trong cùng một vỏ"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,117,8471.70,- Bộ lưu trữ:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,118,8508.70.10,- - Của máy hút bụi thuộc phân nhóm 8508.11.00 hoặc 8508.19.10
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,119,8509,"Thiết bị cơ điện gia dụng có động cơ điện gắn liền, trừ máy hút bụi của nhóm 85.08"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,120,8510,"Máy cạo, tông đơ và các dụng cụ loại bỏ râu, lông, tóc, có động cơ điện gắn liền"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,121,8516,"Dụng cụ điện đun nước nóng tức thời hoặc đun nước nóng có dự trữ và đun nước nóng kiểu nhúng; dụng cụ điện làm nóng không gian và làm nóng đất; dụng cụ nhiệt điện làm tóc (ví dụ, máy sấy tóc, máy uốn tóc, dụng cụ kẹp uốn tóc) và máy sấy làm khô tay; bàn là điện; dụng cụ nhiệt điện gia dụng khác; các loại điện trở đốt nóng bằng điện, trừ loại thuộc nhóm 85.45"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,122,8518.30.10,- - Tai nghe có khung chụp qua đầu
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,123,8518.30.20,- - Tai nghe không có khung chụp qua đầu
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,124,,- - Bộ micro/ loa kết hợp khác:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,125,8518.30.51,- - - Dùng cho hàng hóa thuộc phân nhóm 8517.13.00 và 8517.14.00
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,126,8518.30.59,- - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,127,8518.40,- Thiết bị điện khuếch đại âm tần
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,128,8518.90,- Bộ phận
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,129,8519.30.00,- Đầu quay đĩa (có thể có bộ phận lưu trữ) nhưng không có bộ phận khuếch đại và không có bộ phận phát âm thanh (loa)
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,130,8519.81.10,"- - - Máy ghi âm cassette bỏ túi, kích thước không quá 170 mm x 100 mm x 45 mm"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,131,8519.81.20,"- - - Máy ghi âm cassette, có bộ phận khuếch đại và một hoặc nhiều loa, hoạt động chỉ bằng nguồn điện ngoài"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,132,8519.81.30,- - - Đầu đĩa compact
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,133,,- - - Máy sao âm:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,134,8519.81.49,- - - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,135,,"- - - Máy ghi băng từ có gắn với thiết bị tái tạo âm thanh, loại âm thanh số"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,136,8519.81.69,- - - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,137,,"- - - Thiết bị tái tạo âm thanh khác, kiểu cassette:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,138,8519.81.79,- - - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,139,,- - - Loại khác:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,140,8519.81.99,- - - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,141,8521,"Thiết bị ghi hoặc tái tạo video, có hoặc không gắn bộ phận thu tín hiệu video"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,142,8522,Bộ phận và phụ kiện chỉ dùng hoặc chủ yếu dùng cho các thiết bị của nhóm 85.19 hoặc 85.21
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,143,8527,"Thiết bị thu dùng cho phát thanh sóng vô tuyến, có hoặc không kết hợp với thiết bị ghi hoặc tái tạo âm thanh hoặc với đồng hồ, trong cùng một khối"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,144,8529,Bộ phận chỉ dùng hoặc chủ yếu dùng với các thiết bị thuộc các nhóm từ 85.24 đến 85.28
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,145,,- - - Loại khác:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,146,8539.22.91,"- - - - Loại dùng trong chiếu sáng trang trí, công suất không quá 60W"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,147,8539.22.93,"- - - - Loại khác, dùng cho chiếu sáng gia dụng"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,148,8539.22.99,- - - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,149,8539.29.50,"- - - Loại khác, có công suất trên 200W nhưng không quá 300 W và điện áp trên 100 V"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,150,,"- Bóng đèn phóng, trừ đèn tia cực tím:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,151,8539.31,"- - Bóng đèn huỳnh quang, ca-tốt nóng"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,152,8539.39,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,153,8711,"Mô tô (kể cả xe gắn máy có bàn đạp (moped)) và xe đạp có gắn động cơ phụ trợ, có hoặc không có thùng xe bên cạnh; thùng xe có bánh (side-cars)"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,154,8712,"Xe đạp hai bánh và xe đạp khác (kể cả xe xích lô ba bánh chở hàng), không lắp động cơ (trừ xe đạp đua mã HS 8712.00.10)"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,155,8714,Bộ phận và phụ kiện của xe thuộc các nhóm từ 8711 đến 87.13 (trừ bộ phận và phụ kiện của nhóm 87.13)
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,156,9004.10.00,- Kính râm
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,157,9101,"Đồng hồ đeo tay, đồng hồ bỏ túi và các loại đồng hồ cá nhân khác, kể cả đồng hồ bấm giờ, với vỏ làm bằng kim loại quý hoặc kim loại dát phủ kim loại quý"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,158,9102,"Đồng hồ đeo tay, đồng hồ bỏ túi và các loại đồng hồ cá nhân khác, kể cả đồng hồ bấm giờ, trừ các loại thuộc nhóm 91.01"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,159,9103,"Đồng hồ thời gian có lắp máy đồng hồ cá nhân, trừ các loại đồng hồ thời gian thuộc nhóm 91.04"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,160,9105,"Đồng hồ thời gian khác. (trừ đồng hồ hàng hải đo thời gian mã HS 9105.91.10, 9105.99.10)"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,161,,- Ghế quay có điều chỉnh độ cao:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,162,9401.31.00,- - Bằng gỗ
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,163,9401.39.00,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,164,,"- Ghế có thể chuyển thành giường, trừ ghế trong vườn hoặc đồ cắm trại:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,165,9401.41.00,- - Bằng gỗ
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,166,9401.49.00,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,167,,"- Ghế bằng mây, liễu gai, tre hoặc các vật liệu tương tự:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,168,9401.52.00,- - Bằng tre
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,169,9401.53.00,"- - Bằng song, mây"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,170,9401.59.00,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,171,,"- Ghế khác, có khung bằng gỗ:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,172,9401.61.00,- - Đã nhồi đệm
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,173,9401.69,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,174,,"- Ghế khác, có khung bằng kim loại:"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,175,9401.71.00,- - Đã nhồi đệm
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,176,9401.79,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,177,9401.80.00,- Ghế khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,178,9403.10.00,- Đồ nội thất bằng kim loại được sử dụng trong văn phòng
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,179,9403.20,- Đồ nội thất bằng kim loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,180,9403.30.00,- Đồ nội thất bằng gỗ loại sử dụng trong văn phòng
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,181,9403.40.00,- Đồ nội thất bằng gỗ loại sử dụng trong nhà bếp
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,182,9403.50.00,- Đồ nội thất bằng gỗ loại sử dụng trong phòng ngủ
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,183,9403.60,- Đồ nội thất bằng gỗ khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,184,9403.70,- Đồ nội thất bằng plastic
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,185,9403.82.00,- - Bằng tre
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,186,9403.83.00,"- - Bằng song, mây"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,187,9403.89,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,188,9404,"Khung đệm; các mặt hàng thuộc bộ đồ giường và các loại tương tự (ví dụ, đệm, chăn quilt, chăn nhồi lông, nệm, đệm ghế loại dài và gối) có gắn lò xo hoặc nhồi hoặc lắp bên trong bằng vật liệu bất kỳ hoặc bằng cao su xốp hoặc plastic xốp, có hoặc không bọc."
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,189,,- - - Loại khác:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,190,9405.19.92,- - - - Đèn gắn bóng đèn huỳnh quang
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,191,9405.19.99,- - - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,192,,"- Đèn bàn, đèn giường hoặc đèn cây dùng điện"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,193,9405.21.90,- - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,194,9405.29.90,- - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,195,,- Dây đèn dùng cho cây Nô-en:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,196,9405.31.00,- - Được thiết kế chỉ để sử dụng với các nguồn sáng đi-ốt phát quang (LED)
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,197,9405.39.00,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,198,,- - Loại đốt bằng dầu:
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,199,9405.50.11,- - - Bằng đồng sử dụng trong nghi lễ tôn giáo
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,200,9405.50.19,- - - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,201,9405.50.40,- - Đèn bão
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,202,9405.50.90,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,203,9504,"Các máy và thiết bị trò chơi điện tử video, các trò chơi trên bàn hoặc trong phòng khách, kể cả trò chơi bắn bi (pin-table), bi-a, bàn chuyên dụng dùng cho trò chơi ở sòng bạc và thiết bị chơi bowling tự động, máy giải trí hoạt động bằng đồng xu, tiền giấy, thẻ ngân hàng, token hoặc bất kỳ phương tiện thanh toán khác"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,204,9505,"Đồ dùng trong lễ hội, hội hoá trang hoặc trong các trò chơi giải trí khác, kể cả các mặt hàng dùng cho trò chơi ảo thuật và trò vui cười."
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,205,,"- Bàn chải đánh răng, chổi xoa bọt cạo râu, bàn chải chải tóc, chổi sơn móng tay, chải mi mắt và bàn chải vệ sinh khác dùng cho người, kể cả bàn chải tương tự là bộ phận của các dụng cụ"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,206,9603.21.00,"- - Bàn chải đánh răng, kể cả bàn chải dùng cho răng mạ"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,207,9603.29.00,- - Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,208,9603.90,- Loại khác
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,209,9605.00.00,"Bộ đồ du lịch dùng cho vệ sinh cá nhân, bộ đồ khâu hoặc bộ đồ làm sạch giày dép hoặc quần áo."
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,210,9613,"Bật lửa châm thuốc lá và các bật lửa khác, có hoặc không dùng cơ hoặc điện, và các bộ phận của chúng trừ đá lửa và bấc"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,211,9614,"Tẩu thuốc (kể cả điếu bát) và đót xì gà hoặc đót thuốc lá, và bộ phận của chúng"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,212,9615,"Lược, trâm cài tóc và loại tương tự; ghim cài tóc, cặp uốn tóc, kẹp uốn tóc, lô cuộn tóc và loại tương tự, trừ các loại thuộc nhóm 85.16, và bộ phận của chúng"
TT 41/2026/TT-BCT,Phụ lục II - Hàng hóa đã qua sử dụng tạm ngừng KD,,,213,9617.00.10,"- Phích chân không và các loại bình chân không khác, hoàn chỉnh"
